lyrics,singer,song
"내가 슬플 때마다
이 노래가 찾아와
세상이 둥근 것처럼 우린 동글동글

인생은 회전목마
우린 매일 달려가
언제쯤 끝나 난 잘 몰라

어머, 벌써 정신없이 달려왔어
Speed up 어제로 돌아가는 시곌 보다가
어려워 어른이 되어가는 과정이 Uh huh
On the road, 24 시간이 아까워 Uh huh
Big noise, Everything brand new
어렸을 때처럼 바뀌지 않는 걸
찾아 나섰단 말야 왜냐면 그때가 더 좋았어 난
So let me go back
타임머신 타고 I'll go back
승호가 좋았을 때처럼만

내가 슬플 때마다
이 노래가 찾아와
세상이 둥근 것처럼 우리
인생은 회전목마
우린 매일 달려가
언제쯤 끝나 난 잘 몰라

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마

어머 벌써 정신없이 달려왔어
Speed up 어제로 돌아가는 시곌 보다가
청춘까지 뺏은 현재 
탓할 곳은 어디 없네
Twenty two 세에게 너무 큰 벽
그게 말로 하고 싶어도 어려웠어
가끔은 어렸을 때로 돌아가
불가능하단 건 나도 잘 알아
그 순간만 고칠 수 있다면
지금의 나는 더 나았을까

달려가는 미터기 돈은 올라가
기사님과 어색하게 눈이 맞아
창문을 열어보지만 기분은 좋아지지 않아
그래서 손을 밖으로 쭉 뻗어 쭉 뻗어
흔들리는 택시는 어느새 
목적지에 도달했다고 해
방 하나 있는 내 집 안의 
손에 있던 짐들은 

내가 힘들 때마다
이 노래가 찾아와
세상이 둥근 것처럼 우리
인생은 회전목마
우린 계속 달려가
언제쯤 끝날지 잘 몰라

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마

I'm on a TV show
You would never even know
사실 얼마나 많이
불안했는지
정신없이 돌아서 
어딜 봐야 할지 모르겠어
들리나요 여길 보란 말이

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마

빙빙 돌아가는 회전목마처럼
영원히 계속될 것처럼
빙빙 돌아올 우리의 시간처럼
인생은 회전목마",sokodomo,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)"
"까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know
 
I say hi
내게 안 된다는 사람들 오랜만이야
나를 봐
너에게 인사를 건네는 여유쯤이야
왜 병을 줬어 내게
덕분에 젖었어 베개는
그래서 I said 'you ready?'
이 노랜 널 위한 곡이니까 들어줘
됐어 이제 와 건네는 응원은 개뻥
날 떠난 그녀도 전화해 취해서
회사 매니저가 음악을 채점했던
그때도 버텼어 매번
거짓말 하지 마 원래 잘 될 줄 알았다네 비오가
멀었어 이게 내 신호탄
새벽에 전화는 하지 마
 
Always hide freakin' inside
그땐 갉아 먹던 자존감이 식사
Reset 그때 나의 실패를
바란 사람들아
Never change though I'm in a limousine
 
까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know
 
No no no oh oh oh oh 
I don't change my mind if I'm in a limousine
 
Oh no no 기억도 안 나고 안 할 거
열두 평 to 120평
울 엄마 식당 말고 골프 쳐
Back in a day yeah
편이 오늘의 적이네 yeah
그걸 깨달았을 때엔
서랍 안에 총을 넣어뒀네
 
리무진처럼 길고 길었지
지옥 같던 연습실
청춘을 갈아 넣어 뿌린
내 그릇의 가니쉬
좋은 상품이랍시고
많이들 포장도 하지만
아이돌 다 리스펙하지
I hate your laziness
 
Always hide freakin' inside
그땐 갉아먹던 자존감이 식사
Reset 그때 나의 실패를
바란 사람들아
Never change though I'm in a limousine
 
까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know

떠나도 보내고
가난은 forever
너 때문에 난
희망을 버렸어
 
그래도 일어서
다시 걸었어
괜찮아
이건 다 리허설
 
빌빌댔었던 올해
작년과 2년 전 나의
방의 쌓였던 약에
양의 비례한 곡들과 입속의 단내
돌고 돌고 돌아 breathing 

이제 쉬어지네 호흡이
몰래몰래 했던 나의 젊은 날에
한숨 가득 찬 레코딩
 
네 잎을 바라던 손이
저절로 떼버린 하나의 꽃잎

I didn't want luck. I wanted
 
까만 리무진 보며
꿈을 키웠지
언젠가는 나도 저걸 갖게 될 거야
커다란 리무진에서 내가 내리지
변한 것은 내가 아닌 삶의 무게 they don't know
 
No no no oh oh oh oh
I don't change my mind if I'm in a limousine",BE'O(비오),리무진 (Feat. MINO) (Prod. GRAY)
"Counting stars
밤하늘에 펄
Better than your LV
Your LV
Counting stars stars
밤하늘에 펄
Better than your LV
Your LV
 

Yeah, Salvador Dali and I'm Picasso
별들은 내 작품을 전시 밀라노에
Not 일방통행 나 피만 토했던
시절을 생각하면 눈물이 핑 도네
My grandfather
요양병원 가시던 날이야
대성통곡하며 인사
코로나 바이러스 면회 못 간대 (fxck covid)
이제 할아버지 몸값 비싸
좋은 약, 좋은 날, 좋은 삶
좋은 것만 다 한데 모아
해드려야 하지 그의 손잔
서울대는 아니어도 곧잘 살아
이 새파란 놈은 걱정 마
이제 당신의 자식까지 사장 만들어
이게 나의 각오 yeah
 

Counting stars
밤하늘에 펄
Better than your LV
Your LV
Counting stars stars
밤하늘에 펄
Better than your LV
Your LV
 

A Letter to my step father
기억나나요 내가 대학 갔을 때
축하한다며 주신 백만원으로
난 시작 했어요 내 세상을
낙원상가 가서 야마하 스피커랑
14만원 짜리 마이크 사고
그때 우리 가족 잠실 살던 때
그때만 해도 내가 아저씨라고 아빠를 불렀던 때
But you're realer than my real father now
지금 눈물 참느라 비음 됐어 난
얼마 전 친구 아버지 사진 앞에서
그 상실감을 조금 체험했어 난
오늘 내 별이 몇 개 떴는진
모르지만, one thing that I know
아버지의 편지가 더 많았지 강원도의 별들보다도
 

I'm counting stars
밤하늘에 펄
Better than your LV
Your LV
I'm counting stars stars
밤하늘에 펄
Better than your LV
Your LV",BE'O(비오),Counting Stars (Feat. Beenzino)
"만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워 

아직도 기억나 차 안의 공기가
처음 들었을 때 마음이 짜릿했던 뭔가가
6살이었지만 알았었지 뭔가 다르단 건 
그렇게 쉽게 만나게 되는 거야 꿈이란 건 

시간이 흘러서 이제 음악은 내 놀이가 됐고
듣고 따라만 부르기엔 내게는 뭔가 부족했어
그래서 실행에 옮겼지 방에서 혼자 꿈만 꾸던 모습
가사를 쓰고 부를 때 사실 내가 생각했던 건 

돌아가야 할까 나아가야 할까
환호와 박수 소리를 들을 때 떠나야 할 것 같지 왜
지금 떠나서 아름다운 기억으로만 간직해
다들 꿈이란 건 이루지 못한 채 꾸고만 사는데 

It's Ok 괜찮아 난 맛이라도 봤잖아

다시 현실로 돌아가 그래 취직하고 잘 살아
잘 잊혀지고 있잖아
그런데 자꾸 왜 난 또 가사를 끄적이는 걸까 

만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워 

어렵게 시간이 지나고 다시금 만난 그 꿈은 꽤 반짝였지
이제는 영원할 것만 같았던 그 시간은 잠깐이었지
그렇게 어렵게 놓아줬었는데 쉽게 다시 왔다 멀어지는 건
내 의지완 달라 멀어지는 걸 인정하기는 죽기보다 싫어
섭섭할 뿐이지 모자란 내 자신한테
거짓말했었던 날들이 반복돼 사실 알고 있던 
것들인데도 난 모른 척 문제가 없는 척 언제나 척뿐이었지
잘 돼가는 거 하나도 없는데 내 자존심 챙기는 것뿐이었지 

어쩌면 알고 있었지 모든 걸 아니 알고 있었어 전부터 
왜 모르겠어 I ain't dumb 이별은 어렵지만 피할 수 없는 거 같아 
준비는 예전부터 했는지도 몰라
이제는 생긴 거 같아 마침표를 찍을 용기가 

끝나도 괜찮아 정말 할 수 있는 건 다 해봤어
다음 페이지에 끝나도 좋아 그러나 거기에 너가 있다면 
이 얘기의 끝을 미룰 거야 그게 내가 원하던 결말
아직도 어려워 이미 해봤던 이별이라도

만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워 

그대가 날 떠나간단 말만 하지 않는다면 
이 자리에 서 있을게요
그대가 날 떠나간단 말만 하지 않는다면
이 자리에

만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워 ",베이식(Basick),만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL)
"불 협 화 음
불 협 화 음
불 협 화 음
불 협 화 음

학교 친구들은 나 빼고
PC방에 가네 잘됐어
난 집에 도착해 건반에 손을 올리지
난 이걸 바랬어 Right
나한테는 이게 게임이자
지도가 없는 여행이야
나는 어른은 못 되지
상상은 항상 도를 지나쳐 레미파

나를 부끄러워하네 미안해
말 더듬는 건 수술이 안 된대
나는 모난 돌
상처로 생긴 내 어두운 면들이 만나
모서리가 됐어
나는 어른이 아냐
그러기엔 버릇이 나빠 (닥쳐)
난 불협화음
내가 랩을 사랑했던 이유는 그거야

똑같은 것들 사이에 튀는 무언가
동그라미들 사이에 각진 세모 하나
우린 그걸 작품이라고 불러 친구야
쟤들은 아무것도 몰라

불 협 화 음
불 협 화 음
불 협 화 음
불 협 화 음

라라라라라
라라라라라라
라라라라라
라라라라라라
라라라라라
라라라라라라
라라라라라
라라라라라라

너무 급해
맘이 열릴 때까지 기다려줄래?
잠시, 잠시
나한테 기대지 말길
나는 엘리베이터 문 같지
모두 멀어지기 시작해 점점
나의 아이돌은 다른 시댈 살았었어
당신은 한숨만 쉬다가 목숨을 끊었고
나는 숨을 쉬기 위해 목줄을 끊었어
우리는 똑같이 쓸모없고
세상은 뭣같이 아름답지
누가 나를 사랑할 수 있다 했어?
거짓말 치지 마 재수 없어 당신
두발 규제를 벗어나자마자 단발병
동심이 없어진 자리에 생긴 환상통
그냥 색깔이 다른 것 뿐야
나는 불협화음

어느 새부터 힙합은 안 멋져
이건 하나의 유행 혹은 TV 쇼
우린 돈보다 사랑이
트로피보다 철학이
명품보다 동묘 앞 할아버지 할머니 패션
SHOW ME THE MONEY가 세상을 망치는 중이야
중요한 건 평화 자유 사랑 My Life

똑같은 것들 사이에 튀는 무언가
동그라미들 사이에 각진 세모 하나
우린 그걸 작품이라고 불러 친구야
쟤들은 아무것도 몰라

불 협 화 음
불 협 화 음
불 협 화 음
불 협 화 음

라라라라라
라라라라라라
라라라라라
라라라라라라
라라라라라
라라라라라라
라라라라라
라라라라라라
라라라라라
라라라라라라
라라라라라
라라라라라라

라라라라라
라라라라라라
라라라라라
라라라라라라",Mudd the student,불협화음 (Feat. AKMU) (Prod. GRAY)
"무거운 몸을 또 일으켜 세워
난 부서지는 게 무섭지 않아
힘들 땐 잠시만 갓길에 세워
졸음쉼터는 찾으면 가까이 있어
Wake up 해
세상은 무에서 무
유에서 full 소유
그들은 여전히 굵은 선 긋기 중
우린 무에서 유
무에서 유
그어진 투명한 선을 넘어
Ready to move

한때는 얻지 못했어 원한 걸
계단 앞에서 무너지고 없었어 보람도
굳게 먹었던 마음을 일으켜 다시 한번
꾸겨진 지폐 몇 장이 다였어 쥔 거라곤
차가웠던 이 서울 속 
파도 같던 그 설움도
밀려와 또 불만족
난 믿지 않았어 거울도
필요해 우린 큰 감동
다신 뒤로 가지 않고 고개를 위로 
불신하지 않고 무릅썼던 위험
밤이고 낮이고 할 일 해 어떠한 것도 못 막지 옆으로 치워
당하고 살기는 싫어 지저분했던 그 시절 기억들은 지워
늦었지만 이젠 행복한 추억들만 머리 가득히 더해
더는 아껴 먹지 마 엄마 내가 보탤 게 통장에다 더해

내 팔 다리 생활의 달인
30까지 무식하게 버텨 악바리
하루 빨리 때려치란 아버지의 말이
나오지 않게 벌떡 걷어차 이부자리
날 끌어내리는 말들 선 넘어 반칙
끄떡없어 반지하 출신의 간지
잃을게 없는게 차라리 낫지
그 몇 푼 가진다고 죽 쓰진 않지
잘 깨고있어 내 한계
넘어서 보여줘야 돼 반대
가진 거 없이 여기 올라와 밤엔
술 아니면 담배로 위로하고 봤네
난 살았어 가난과 함께 근데
오늘 부로 선 그을 거 같애
이가 없다면 잇몸 써서라도
만들어 성공은 내게서 탄생
I wake up with no make up
지겨웠던 악몽을 매일 꿨던
과거를 뒤로 하고 위로 way up
새로 산 조던을 신고 lay up
어두웠던 만큼 밝은 내 아침 
서러웠던 내 서울살이 마침
고생한 끝에 낙이 찾아 왔지
SINCE GO UP 이제 하늘에 닿지

끼니때를 놓치며 지켜냈던 내 추임새
정치와 정치질을 구분해 통수치는 이리 떼를 분리해
대중의 평가는 타이트해 왠지 토박이 감성은 불리해
다짐했어 그들의
다섯 손가락에 처음 접히는 이름이 나이게
매일 안방 바로 옆방으로 잠수타
폰 꺼놓고 밤새 write a rhyme
그때 떠난 친구들은 얼마나 날
쓰레기 새끼로 봤을까
빚더미 아래 정신승리 했던 내가 기억나
그래 넓은 집구석에서도 바퀴벌레는 튀어나와
수천 번 노크했던 문은
닫혀있긴 해도 잠겨있진 않았기에 then I kick in the door
청춘의 오만함으로 버텨
이젠 노래방 애창곡에 몇 자리 배치하고 두 손엔 오만 원짜리 벽돌

무거운 몸을 또 일으켜 세워
난 부서지는 게 무섭지 않아
힘들 땐 잠시만 갓길에 세워
졸음쉼터는 찾으면 가까이 있어
Wake up 해
세상은 무에서 무
유에서 full 소유
그들은 여전히 굵은 선 긋기 중
우린 무에서 유
무에서 유
그어진 투명한 선을 넘어
Ready to move

Let's go back when I was 20
상하차 박스를 stackin' uh
돈 때문이 아닌 starvin'
못 갚아 나간 월세집
하루에 절반을 넘게 써
모니터 앞에 갇혀진 내 lyrics
아침에 눈을 떠 봐도 안보여 내일이
성공은 잘사는 친구의 큰 티비
그 속에만 비치 안보여 길이
넌 항상 말했지 내 limit
무너져 2주를 물로 버틴 뒤
깨어나 보니 올라타 new wave 위 
파도 타 코쿤형 새 곡에
깨있지 새벽에 keep ballin' wit ma 808 
돈 잘 버는 어린 veteran 지갑이였던 Saint Laurent
곧 초청돼 runway 그리곤 말하겠지 I'm not 연예인
큰집 sports car trophy in ma 'rrari 
아직 못간 곳 까지 날 알려 Olá ! To brazil

우린 좇아 감히
우린 좇아 감히
헌드레드 달러 빌
쫓아 Vêtement de Paris
Wake Up
꿈은 충분해 Wake Up
이젠 테이크오프
달려가 애비로드
목푠 밀리언달러 빌로 올라가
고갤 들어 Oui, oh garçon, C'est un choix de vie
Ah 비바 라 비다 우린 비바 라 비다
우린 Ah 비바 라 비다 우린 비바 라 비다

말만 해서 바뀌는 건 없지 내 가친 스스로 올려
곡예사도 좋지만 난 한마디로 '노력'
인생의 모든 맛봤고 이제 성공
작년에 봤던 맛은 에피타이저 정도
기억나네 내 첫 정산은 4000원
기댄 없었고 더 없었어 반전은
다음 해 대가를 억대를 가져도
아들 소식을 남한테 듣고서 받았던
살이 빠졌다고 말한 엄마의 전화
그렇게 됐는지 난 나조차도 몰랐어
그 방 안에서 흘렸던 눈물과 피와 땀
부끄럽고 부질없어진 것 같아 전부 다
그래 지금 난 망가졌기에
좀 더 어른으로 바뀌어야 해
멋진 사람이 되고선
없다가 있어도 있다가 없어도 안 변할게
내가 무에서 유가 되는 건
돈이 아닌 소중한 걸 챙기는 것
내가 들어왔던 이 경쟁의 판이
내 서사의 한편을 새기는 것
오늘 밥은 든든히 먹었어 아빠
이거 듣는 날 아들은 광주야
오늘 마지막으로 울고 웃을게
from. 잘 이겨내고 있는 아들이

무거운 몸을 또 일으켜 세워
난 부서지는 게 무섭지 않아
힘들 땐 잠시만 갓길에 세워
졸음쉼터는 찾으면 가까이 있어
Wake up 해
세상은 무에서 무
유에서 full 소유
그들은 여전히 굵은 선 긋기 중
우린 무에서 유
무에서 유
그어진 투명한 선을 넘어
Ready to move

Ah 비바 라 비다 우린 비바 라 비다
우린 Ah 비바 라 비다 우린 비바 라 비다","개코, 아우릴고트(OUREALGOAT), SINCE, 안병웅, Tabber",Wake Up (Prod. 코드 쿤스트)
"오늘은 눈 좀 붙이고 쉬어
굳어진 몸을 풀어
차가운 목걸이가 조여
숨이 잘 안 쉬어지잖아
꿈꾸러 가자 좀 쉬어 쉬어

집 앞 공사판 숨을 쉬어
밤이 되면 맘의 눈을 떠
관중들이 내는 환호성
보이지 않지만 꿈을 꿨어 yeah
어린 나는 이제 춤을 춰
2014의 불확실함에
벌벌 떨던 꼬마에게 말을 거네 yeah
&quot;숨을 쉬어&quot;
숨을 들이쉬고 내쉬고를 반복
다시 넘어지더라도 일어나길 반복
결국 끝에 가선 푸른 풀밭이 날 반겨
쉴 만한 물가에서 비파와 수금으로 반격 yeah
이제 그냥 켜 봐라 TV
마술사 아닌데 NOW YOU SEE ME
거기서 외칠 말은 단 하나
다른 거 없다 마, 다만 하나님의 사랑
그저 편히 쉬어 너와 나의 mood
소리 높여서 숨을 내쉬어
Just one more time
한 번 더 준비 I'm ready
숨을 크게 들이쉬고 나서
Let it burn Let it burn
I'mma show you how I did it
Y'all get it?

난 못 쉬어서 한숨 쉬어
한숨 쉬어 가려 나온 게 show
많은 게 쉬워져 버려 아쉬워
대체 우리 언제 시원한 공기 마셔
1 for the show 2 for the money not her
8 mile 속의 에미넴이 말했어
기회는 한번 쥐어진 microphone
Yo 첫 마디에 D.O.G we on it
나 서울로 다시 올라왔어 그때 그 건방진 녀석
언제 이리 컸어 관심 없어서 잘 몰랐어
So who that unofficialboyy 봤어
이수린 that's my name wassup
Wassup 나왔어 방송 why 돈 벌러 왔어
다시 돌아왔어 돌고 돌고 돌아서
다시 돌아왔어 돌고 돌고 돌아
그물, 덫, 발사대기, 포획하러 show
Show me the money, ackermann
또다시 돌아왔어 벌게 내비 둬 그냥 sure

오늘은 눈 좀 붙이고 쉬어
굳어진 몸을 풀어
차가운 목걸이가 조여
숨이 잘 안 쉬어지잖아
꿈꾸러 가자 좀 쉬어 쉬어

2000 slash
필요 없어 나만이 내 빽
그때 지하방의 제 목소리의 값어친
좀 있음 곧 돈이 됩니다 아버지
Ha 물음표
사람들은 이제 와서 내게 물어 또
그냥 아버지의 코골이가 구슬퍼
숨통 틔워주려 수천수만 번 죽였던
나의 스무 살에 하는 CPR
Click, Pow, Revival 숨 쉬어
두 번째 삶의 첫 타이틀곡은
아이러니하게 &quot;쉬어&quot;
비워 나를 이제 미워하긴 너무나도 싫어
Yeah I believe
Yeah now, so I believe
내가 너도 깨워줄게
너가 모르게 쓰러진 너를 위해
Clap 숨 쉬어, 숨 쉬어
yeah 내일의 내 일은 내일의 내가 데이게 해
채이고 베이던, 베이고 패이든 재생
패배의 냄새는 매캐해 매연의 백배야 baby
밝았던 눈, 밝았던 move, 가졌던 그
시절의 You 불러 일루 와
이제 그 쓰레기들을 다 모아
놓고 피우던 담배를 그 위에 투하

쉬는 것도 일, 일은 걍 일
잠드는 것도 내겐 다 일
눈 뜨고 있기 피곤하지
숨만 쉬어도 돈이 들어가니
그 돈을 위해 난 지금도 못 쉬어
커피가 내 포션 음음
내 무한도전
종방연은 멀었지
15년째 꾸준하게 넘고 있는 이 허들은 여전히 견고하지만
까진 무릎에도 내 비전은 새롭게 내 빽은 1만 시간
동기들은 내게 말해 쟤는 출퇴근 안 해 나보다 자유롭지
넌 몰라 그 자유로움의 무게가 얼마인지
내 가벼운 톤에 걸맞지 않는 내 책임감 장남의 고뇌
내 팀 내 동생 내 친구 내 식구를 담아놨기에 내 목은
이제 안 쉬어 쉬어 크게 숨을 쉬어 이미 난 Man of the year
음 Cheers Cheers 저 하늘 위로 렉시 누나처럼 다 일어서 yeah

오늘은 눈 좀 붙이고 쉬어
굳어진 몸을 풀어
차가운 목걸이가 조여
숨이 잘 안 쉬어지잖아
꿈꾸러 가자 좀 쉬어 쉬어

Pop like Beatles 시대의 시를 노래하지
내 전생은 이름 모르는 꽃일 거야
향기를 뿌리지
리스너들의 암술을 찾아내고 넌 꽂힐 거야
쉬어가지 말란 뭣 같은 말에 혹 하지 마
다 똑같이 말해 또 거짓말 뻔하지
콩깍질 껴야만 논하지 평판
난 결관 몰라 평가해 과정만
쉬어 같이 all night long
빨랑 빨랑 모여봐 여기 폴라로이드
찰칵 찰칵 거리지 모두 명장면
살짝 살짝 설렜어 like an OH MY GIRL
쉬어, 직역하면 심호흡
거북이는 비웃어 쉼표의 미덕
개미들의 피로와 베짱이의 빈곤을
비교하자면 난 기타를 집어
우린 환상이라면 MBTI가 닿지 않는 곳 그 이상을 봐
나는 기다리지
당신의 애인과 다신 안 올 긴 Field trip
천천히 해 모두가 급해
우린 꿈들 그 언저리에서
도전해보며 생을 보내자고
왜 모델이 런웨이를 겁내는 건데
건배

오늘은 눈 좀 붙이고 쉬어
굳어진 몸을 풀어
차가운 목걸이가 조여
숨이 잘 안 쉬어지잖아
꿈꾸러 가자 좀 쉬어 쉬어

쉼표, 찍게 해 줘
이름표와 나의 ego
그 사이에 많은 허들
넘어 다니기엔 지쳐
오늘은 눈 붙여
조금만 쉬어
숨을 들이 마셔
조금만 쉬어","아넌딜라이트(Anandelight), unofficialboyy, BE'O(비오)",쉬어 (Feat. MINO) (Prod. GRAY)
"너를 사랑하고 있어
너를 사랑하고 있어

자기야 날 사랑해주면 안 될까?
말처럼 쉽지는 않은 걸 알지만
세게 날 안아주면 안 될까?
오늘따라 세상이 무섭단 말이야
잠깐 인공호흡을 해주라
왠지 숨이 잘 안 쉬어져서 난
날 놓을 거면 과거에 놔주라
네가 있는 시간에서 죽어갈 거야
우리 그냥 결혼하면 안 될까?
돈은 내가 열심히 벌 테니까
이 세상과 내가 눈감는 날
까지만 날 사랑한다 말해주라

내가 너를 사랑해도
네가 날 안 사랑해도
우린 나름대로 행복할 거야
내 방 천장에 그려 본 내 우주에게 물어본
말은 나를 사랑하면 안 될까?
오사카나 오키나와의 바다
내 뮤비들을 찍었던 곳 말이야
같이 가자 약속했었잖아
그 약속이 깨질까 봐 겁이 나
WHUTUF이 결혼한다 하던 날
진짜 처음으로 걔가 부럽더라
하얀 웨딩드레스를 입은 아름다운
너와 영원을 말할 수 있을까?
가족이 되어주라
내 집이 되어주라
나도 날 줄 테니 너도 널 주라
평생의 연인이야
네 말대로 말이야
그래 별과 우주잖아
날 사랑하지 않는다면 
나의 사랑 반을 받아
남은 사랑의 반도
내가 채워줄 거야 꼭

내가 너를 사랑해도
네가 날 안 사랑해도
우린 나름대로 행복할 거야
내 방 천장에 그려 본 내 우주에게 물어본
말은 나를 사랑하면 안 될까?

내가 너를 사랑해도
네가 날 안 사랑해도
우린 나름대로 행복할 거야
내 방 천장에 그려 본 내 우주에게 물어본
말은 나를 사랑하면 안 될까?","디핵(D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
"나 외로웠지만
덕분에 버텼던 tonight 
그 말은 하기 싫어 good bye
차라리 대신에 goodnight 

꽤 멀리서
바라만 봐도 서로가 웃고 있어
너도 봤잖아 푸른색의 덜 익었던 
나의 열매는 지금 더 진해져 

차가운 목걸이가 조여
숨이 안 쉬어졌잖아 
그럼에도 버텨본 건
네가 웃어줬잖아 

Hate you
모두를 미워했던
날 바꾼 건
너네가 다 했어 

아마도 우리 끝은 없고
나를 찾아줘
I will be your family 

Be alone 
Be alone
나 맨날
티 내고 바랬던 그 순간
시원하면서 후련해 but
역시 안돼 나 (너 없이는) 

Be alone 
Be alone
나 맨날
티 내고 바랬던 그 순간
시원하면서 후련해 but
역시 안돼 나

네가 없는 밤
네가 없는 밤
네가 없는 밤
사실 그때로 돌아가고파 

I want you back
I want you back
I want you back
잠에 들지를 못하잖아
네가 없는 밤 

Woah...woah
넌 어때 난 힘들어
네가 없는 밤 

Woah...woah
넌 어때 난 안돼
네가 없는 밤

네가 없는 밤 너 없는 방
너 없는 나 고여있어 난
처음으로 날 떠오르게 하였고
외로웠었던 날

너 없인 나 잠들지 못해
슬픈 노랫말들을 적네
Now 이젠 I wanna go back
그래도 난 너에게 다가가지 못해

나 죽을 거 같았어 너 없는 날에
추운 거 같더라 저 저번 달엔
녹여줄 사람이 필요한 날엔
난 노래를 만들고 네 얘기가 있어 안엔

그리워 왠지 tonight 
너에게 못 했던 말 good bye
오늘은 잘 자 good night
내가 없는 밤

네가 없는 밤
네가 없는 밤
네가 없는 밤
사실 그때로 돌아가고파 

I want you back
I want you back
I want you back
잠에 들지를 못하잖아
네가 없는 밤 

Woah...woah
넌 어때 난 힘들어
네가 없는 밤 

Woah...woah
넌 어때 난 안돼
네가 없는 밤

Tonight에 난 아주 배부른 bad boy
음악에서나 이래 현실은 개똥
새벽 공기와 담배 연기를 백번
빨고 마시다 보니까 어른이 

너와의 추억은 멀미나
심장이 놀라서 멀리가
처음 가보는 그 거리가
너무 가깝게 느껴졌었더라나 

친구들이 채워주려 하는 너의 자리들은
미안하지만 물속에서의 소리 지름이야
지금 이 노래의 가산 10분 만에 나왔지만
그런 것들도 모두 전부 다 너의 영향이야 

오지 말아줘 내 방안에
눕지 말아줘 내 침대 위에
가져가 향기는 날 위해
그 party 위해 난 빠질게

네가 없는 밤
네가 없는 밤
네가 없는 밤
사실 그때로 돌아가고파 

I want you back
I want you back
I want you back
잠에 들지를 못하잖아
네가 없는 밤 

Woah...woah
넌 어때 난 힘들어
네가 없는 밤 

Woah...woah
넌 어때 난 안돼
네가 없는 밤",BE'O(비오),네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY)
